"id","detected_at","service","rule","score","sample_log_id","sample_msg","context"
1997,2025-10-13 18:04:33.442 -0500,service-6,"burst:4310.0,actor_novel",3.0,2111,Routine heartbeat OK #179,"{""id"": 2111, ""ts"": ""2025-10-13T23:04:33.439004+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa20""}, ""message"": ""Routine heartbeat OK #179"", ""service"": ""service-6"", ""detect_latency_ms"": 2.705}"
1998,2025-10-13 18:04:33.460 -0500,service-1,"burst:4310.0,actor_novel",3.0,2112,Routine heartbeat OK #180,"{""id"": 2112, ""ts"": ""2025-10-13T23:04:33.456796+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa1""}, ""message"": ""Routine heartbeat OK #180"", ""service"": ""service-1"", ""detect_latency_ms"": 2.918}"
1999,2025-10-13 18:04:33.476 -0500,service-2,"burst:4316.0,actor_novel",3.0,2113,Routine heartbeat OK #181,"{""id"": 2113, ""ts"": ""2025-10-13T23:04:33.473432+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa2""}, ""message"": ""Routine heartbeat OK #181"", ""service"": ""service-2"", ""detect_latency_ms"": 2.9459999999999997}"
2000,2025-10-13 18:04:33.493 -0500,service-3,"burst:4316.0,actor_novel",3.0,2114,Routine heartbeat OK #182,"{""id"": 2114, ""ts"": ""2025-10-13T23:04:33.490404+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa3""}, ""message"": ""Routine heartbeat OK #182"", ""service"": ""service-3"", ""detect_latency_ms"": 2.435}"
2001,2025-10-13 18:04:33.509 -0500,service-4,"burst:4336.6,actor_novel",3.0,2115,Routine heartbeat OK #183,"{""id"": 2115, ""ts"": ""2025-10-13T23:04:33.506969+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa4""}, ""message"": ""Routine heartbeat OK #183"", ""service"": ""service-4"", ""detect_latency_ms"": 2.748}"
2002,2025-10-13 18:04:33.527 -0500,service-5,"burst:4336.6,actor_novel",3.0,2116,Routine heartbeat OK #184,"{""id"": 2116, ""ts"": ""2025-10-13T23:04:33.524161+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa5""}, ""message"": ""Routine heartbeat OK #184"", ""service"": ""service-5"", ""detect_latency_ms"": 2.816}"
2003,2025-10-13 18:04:33.543 -0500,service-6,"burst:4336.6,actor_novel",3.0,2117,Routine heartbeat OK #185,"{""id"": 2117, ""ts"": ""2025-10-13T23:04:33.540667+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa6""}, ""message"": ""Routine heartbeat OK #185"", ""service"": ""service-6"", ""detect_latency_ms"": 2.575}"
2004,2025-10-13 18:04:33.561 -0500,service-1,"burst:4336.6,actor_novel",3.0,2118,Routine heartbeat OK #186,"{""id"": 2118, ""ts"": ""2025-10-13T23:04:33.558677+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa7""}, ""message"": ""Routine heartbeat OK #186"", ""service"": ""service-1"", ""detect_latency_ms"": 2.837}"
2005,2025-10-13 18:04:33.579 -0500,service-2,"burst:4340.0,actor_novel",3.0,2119,Routine heartbeat OK #187,"{""id"": 2119, ""ts"": ""2025-10-13T23:04:33.576624+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa8""}, ""message"": ""Routine heartbeat OK #187"", ""service"": ""service-2"", ""detect_latency_ms"": 2.9499999999999997}"
2006,2025-10-13 18:04:33.597 -0500,service-3,"burst:4340.0,actor_novel",3.0,2120,Routine heartbeat OK #188,"{""id"": 2120, ""ts"": ""2025-10-13T23:04:33.594887+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa9""}, ""message"": ""Routine heartbeat OK #188"", ""service"": ""service-3"", ""detect_latency_ms"": 1.917}"
2007,2025-10-13 18:04:33.614 -0500,service-4,"burst:4361.7,actor_novel",3.0,2121,Routine heartbeat OK #189,"{""id"": 2121, ""ts"": ""2025-10-13T23:04:33.611424+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa10""}, ""message"": ""Routine heartbeat OK #189"", ""service"": ""service-4"", ""detect_latency_ms"": 2.8289999999999997}"
2008,2025-10-13 18:04:33.632 -0500,service-5,"burst:4361.7,actor_novel",3.0,2122,Routine heartbeat OK #190,"{""id"": 2122, ""ts"": ""2025-10-13T23:04:33.629521+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa11""}, ""message"": ""Routine heartbeat OK #190"", ""service"": ""service-5"", ""detect_latency_ms"": 2.7439999999999998}"
2009,2025-10-13 18:04:33.653 -0500,service-6,"burst:4361.7,actor_novel",3.0,2123,Routine heartbeat OK #191,"{""id"": 2123, ""ts"": ""2025-10-13T23:04:33.649395+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa12""}, ""message"": ""Routine heartbeat OK #191"", ""service"": ""service-6"", ""detect_latency_ms"": 3.793}"
2010,2025-10-13 18:04:33.671 -0500,service-1,"burst:4361.7,actor_novel",3.0,2124,Routine heartbeat OK #192,"{""id"": 2124, ""ts"": ""2025-10-13T23:04:33.669094+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa13""}, ""message"": ""Routine heartbeat OK #192"", ""service"": ""service-1"", ""detect_latency_ms"": 2.3289999999999997}"
3829,2025-10-13 18:16:14.516 -0500,api-gateway,heuristic,0.0,4087,Route OK,"{""id"": 4087, ""ts"": ""2025-10-13T23:16:14.513699+00:00"", ""level"": ""INFO"", ""context"": {""path"": ""/v1/pay""}, ""message"": ""Route OK"", ""service"": ""api-gateway"", ""detect_latency_ms"": 2.404}"
2011,2025-10-13 18:04:33.688 -0500,service-2,"burst:4363.0,actor_novel",3.0,2125,Routine heartbeat OK #193,"{""id"": 2125, ""ts"": ""2025-10-13T23:04:33.685868+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa14""}, ""message"": ""Routine heartbeat OK #193"", ""service"": ""service-2"", ""detect_latency_ms"": 2.813}"
2012,2025-10-13 18:04:33.706 -0500,service-3,"burst:4363.0,actor_novel",3.0,2126,Routine heartbeat OK #194,"{""id"": 2126, ""ts"": ""2025-10-13T23:04:33.703547+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa15""}, ""message"": ""Routine heartbeat OK #194"", ""service"": ""service-3"", ""detect_latency_ms"": 2.5669999999999997}"
2013,2025-10-13 18:04:33.722 -0500,service-4,"burst:4385.6,actor_novel",3.0,2127,Routine heartbeat OK #195,"{""id"": 2127, ""ts"": ""2025-10-13T23:04:33.719939+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa16""}, ""message"": ""Routine heartbeat OK #195"", ""service"": ""service-4"", ""detect_latency_ms"": 2.56}"
2014,2025-10-13 18:04:33.740 -0500,service-5,"burst:4385.6,actor_novel",3.0,2128,Routine heartbeat OK #196,"{""id"": 2128, ""ts"": ""2025-10-13T23:04:33.737255+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa17""}, ""message"": ""Routine heartbeat OK #196"", ""service"": ""service-5"", ""detect_latency_ms"": 2.5469999999999997}"
2015,2025-10-13 18:04:33.757 -0500,service-6,"burst:4385.6,actor_novel",3.0,2129,Routine heartbeat OK #197,"{""id"": 2129, ""ts"": ""2025-10-13T23:04:33.754408+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa18""}, ""message"": ""Routine heartbeat OK #197"", ""service"": ""service-6"", ""detect_latency_ms"": 2.595}"
2016,2025-10-13 18:04:33.775 -0500,service-1,"burst:4385.6,actor_novel",3.0,2130,Routine heartbeat OK #198,"{""id"": 2130, ""ts"": ""2025-10-13T23:04:33.772799+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa19""}, ""message"": ""Routine heartbeat OK #198"", ""service"": ""service-1"", ""detect_latency_ms"": 2.7369999999999997}"
2017,2025-10-13 18:04:33.792 -0500,service-2,"burst:4385.0,actor_novel",3.0,2131,Routine heartbeat OK #199,"{""id"": 2131, ""ts"": ""2025-10-13T23:04:33.790421+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa20""}, ""message"": ""Routine heartbeat OK #199"", ""service"": ""service-2"", ""detect_latency_ms"": 2.255}"
2018,2025-10-13 18:04:33.809 -0500,service-3,"burst:4385.0,actor_novel",3.0,2132,Routine heartbeat OK #200,"{""id"": 2132, ""ts"": ""2025-10-13T23:04:33.806799+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa1""}, ""message"": ""Routine heartbeat OK #200"", ""service"": ""service-3"", ""detect_latency_ms"": 2.815}"
2019,2025-10-13 18:04:33.828 -0500,invoice-controller,"unauthorized_admin_pattern,keyword:4.5,burst:61.1,rare_template,actor_novel,level_error",9.5,2133,Unauthorized admin access attempt at 03:12 UTC from 10.0.5.23,"{""id"": 2133, ""ts"": ""2025-10-13T23:04:33.825257+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.5.23"", ""user"": ""qa6""}, ""message"": ""Unauthorized admin access attempt at 03:12 UTC from 10.0.5.23"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 2.643}"
2020,2025-10-13 18:04:33.846 -0500,rbac,"privilege_escalation_pattern,keyword:5.0,burst:13.0,actor_novel,level_error",8.5,2135,Privilege escalation attempt detected,"{""id"": 2135, ""ts"": ""2025-10-13T23:04:33.844065+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""guest-223"", ""role_to"": ""admin"", ""role_from"": ""viewer""}, ""message"": ""Privilege escalation attempt detected"", ""service"": ""rbac"", ""detect_latency_ms"": 2.314}"
2021,2025-10-13 18:04:33.868 -0500,config-service,"unauthorized_config_pattern,keyword:5.5,burst:12.1,actor_novel,level_error",8.0,2137,Unauthorized config push to production,"{""id"": 2137, ""ts"": ""2025-10-13T23:04:33.865444+00:00"", ""level"": ""ERROR"", ""context"": {""actor"": ""ci-bot"", ""branch"": ""hotfix/unknown""}, ""message"": ""Unauthorized config push to production"", ""service"": ""config-service"", ""detect_latency_ms"": 3.033}"
2022,2025-10-13 18:04:33.891 -0500,payment-gateway,"keyword:8.0,burst:6.4,actor_novel,level_error",6.1097938042377065,2139,Fatal exception: DB connection refused #1,"{""id"": 2139, ""ts"": ""2025-10-13T23:04:33.888381+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #1"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 2.4130000000000003}"
2023,2025-10-13 18:04:33.912 -0500,payment-gateway,"keyword:8.0,burst:8.9,actor_novel,level_error",6.5,2141,Fatal exception: DB connection refused #2,"{""id"": 2141, ""ts"": ""2025-10-13T23:04:33.909778+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #2"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 2.462}"
2024,2025-10-13 18:04:33.937 -0500,payment-gateway,"keyword:8.0,burst:12.3,actor_novel,level_error",6.5,2143,Fatal exception: DB connection refused #3,"{""id"": 2143, ""ts"": ""2025-10-13T23:04:33.933621+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #3"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 3.165}"
2025,2025-10-13 18:04:33.955 -0500,payment-gateway,"keyword:8.0,burst:16.7,actor_novel,level_error",6.5,2145,Fatal exception: DB connection refused #4,"{""id"": 2145, ""ts"": ""2025-10-13T23:04:33.953314+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #4"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 2.057}"
2026,2025-10-13 18:04:33.973 -0500,payment-gateway,"keyword:8.0,burst:22.6,actor_novel,level_error",6.5,2147,Fatal exception: DB connection refused #5,"{""id"": 2147, ""ts"": ""2025-10-13T23:04:33.970678+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #5"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 2.26}"
2027,2025-10-13 18:04:33.994 -0500,payment-gateway,"keyword:8.0,burst:30.3,actor_novel,level_error",6.5,2149,Fatal exception: DB connection refused #6,"{""id"": 2149, ""ts"": ""2025-10-13T23:04:33.991765+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #6"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 2.89}"
2028,2025-10-13 18:04:34.013 -0500,payment-gateway,"keyword:8.0,burst:40.4,actor_novel,level_error",6.5,2151,Fatal exception: DB connection refused #7,"{""id"": 2151, ""ts"": ""2025-10-13T23:04:34.011458+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #7"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 2.018}"
2029,2025-10-13 18:04:34.033 -0500,payment-gateway,"keyword:8.0,burst:53.7,actor_novel,level_error",6.5,2153,Fatal exception: DB connection refused #8,"{""id"": 2153, ""ts"": ""2025-10-13T23:04:34.030594+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #8"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 2.354}"
2283,2025-10-13 18:07:25.516 -0500,service-5,"burst:255.9,actor_novel",3.0,2440,Routine heartbeat OK #22,"{""id"": 2440, ""ts"": ""2025-10-13T23:07:25.512868+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""qa3""}, ""message"": ""Routine heartbeat OK #22"", ""service"": ""service-5"", ""detect_latency_ms"": 3.3400000000000003}"
2030,2025-10-13 18:04:34.051 -0500,auth-service,"login_denied_pattern,burst:9.0,actor_novel,level_error",5.0,2155,Login failed for user admin from 10.0.0.10,"{""id"": 2155, ""ts"": ""2025-10-13T23:04:34.049298+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.0.10"", ""user"": ""unknown""}, ""message"": ""Login failed for user admin from 10.0.0.10"", ""service"": ""auth-service"", ""detect_latency_ms"": 1.7650000000000001}"
2031,2025-10-13 18:04:34.068 -0500,auth-service,"login_denied_pattern,burst:13.1,actor_novel,level_error",5.0,2157,Login failed for user admin from 10.0.0.11,"{""id"": 2157, ""ts"": ""2025-10-13T23:04:34.066172+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.0.11"", ""user"": ""unknown""}, ""message"": ""Login failed for user admin from 10.0.0.11"", ""service"": ""auth-service"", ""detect_latency_ms"": 2.137}"
2032,2025-10-13 18:04:34.086 -0500,auth-service,"login_denied_pattern,burst:18.6,actor_novel,level_error",5.0,2159,Login failed for user admin from 10.0.0.12,"{""id"": 2159, ""ts"": ""2025-10-13T23:04:34.083466+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.0.12"", ""user"": ""unknown""}, ""message"": ""Login failed for user admin from 10.0.0.12"", ""service"": ""auth-service"", ""detect_latency_ms"": 2.3089999999999997}"
2033,2025-10-13 18:04:34.104 -0500,auth-service,"login_denied_pattern,burst:26.1,actor_novel,level_error",5.0,2161,Login failed for user admin from 10.0.0.13,"{""id"": 2161, ""ts"": ""2025-10-13T23:04:34.102242+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.0.13"", ""user"": ""unknown""}, ""message"": ""Login failed for user admin from 10.0.0.13"", ""service"": ""auth-service"", ""detect_latency_ms"": 1.9729999999999999}"
2034,2025-10-13 18:04:34.123 -0500,auth-service,"login_denied_pattern,burst:36.1,actor_novel,level_error",5.0,2163,Login failed for user admin from 10.0.0.14,"{""id"": 2163, ""ts"": ""2025-10-13T23:04:34.120907+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.0.14"", ""user"": ""unknown""}, ""message"": ""Login failed for user admin from 10.0.0.14"", ""service"": ""auth-service"", ""detect_latency_ms"": 2.766}"
2035,2025-10-13 18:05:29.969 -0500,auth-service,"login_denied_pattern,burst:4.5,actor_novel,level_error",4.1213347307093064,2165,Login failed for user admin from 10.0.0.10,"{""id"": 2165, ""ts"": ""2025-10-13T23:05:29.965486+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.0.10"", ""user"": ""unknown""}, ""message"": ""Login failed for user admin from 10.0.0.10"", ""service"": ""auth-service"", ""detect_latency_ms"": 3.437}"
2036,2025-10-13 18:05:29.989 -0500,auth-service,"login_denied_pattern,burst:11.1,actor_novel,level_error",5.0,2167,Login failed for user admin from 10.0.0.11,"{""id"": 2167, ""ts"": ""2025-10-13T23:05:29.986137+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.0.11"", ""user"": ""unknown""}, ""message"": ""Login failed for user admin from 10.0.0.11"", ""service"": ""auth-service"", ""detect_latency_ms"": 3.113}"
2037,2025-10-13 18:05:30.008 -0500,auth-service,"login_denied_pattern,burst:20.7,actor_novel,level_error",5.0,2169,Login failed for user admin from 10.0.0.12,"{""id"": 2169, ""ts"": ""2025-10-13T23:05:30.006313+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.0.12"", ""user"": ""unknown""}, ""message"": ""Login failed for user admin from 10.0.0.12"", ""service"": ""auth-service"", ""detect_latency_ms"": 2.424}"
2038,2025-10-13 18:05:30.029 -0500,auth-service,"login_denied_pattern,burst:34.1,actor_novel,level_error",5.0,2171,Login failed for user admin from 10.0.0.13,"{""id"": 2171, ""ts"": ""2025-10-13T23:05:30.026312+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.0.13"", ""user"": ""unknown""}, ""message"": ""Login failed for user admin from 10.0.0.13"", ""service"": ""auth-service"", ""detect_latency_ms"": 2.659}"
2039,2025-10-13 18:05:30.047 -0500,auth-service,"login_denied_pattern,burst:52.5,actor_novel,level_error",5.0,2173,Login failed for user admin from 10.0.0.14,"{""id"": 2173, ""ts"": ""2025-10-13T23:05:30.044431+00:00"", ""level"": ""ERROR"", ""context"": {""ip"": ""10.0.0.14"", ""user"": ""unknown""}, ""message"": ""Login failed for user admin from 10.0.0.14"", ""service"": ""auth-service"", ""detect_latency_ms"": 2.634}"
2040,2025-10-13 18:05:48.577 -0500,payment-gateway,"keyword:8.0,burst:4.2,actor_novel,level_error",5.5423978990501555,2175,Fatal exception: DB connection refused #1,"{""id"": 2175, ""ts"": ""2025-10-13T23:05:48.574216+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #1"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 3.242}"
2041,2025-10-13 18:05:48.601 -0500,payment-gateway,"keyword:8.0,burst:10.3,actor_novel,level_error",6.5,2177,Fatal exception: DB connection refused #2,"{""id"": 2177, ""ts"": ""2025-10-13T23:05:48.597411+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #2"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 3.5620000000000003}"
2042,2025-10-13 18:05:48.621 -0500,payment-gateway,"keyword:8.0,burst:19.2,actor_novel,level_error",6.5,2179,Fatal exception: DB connection refused #3,"{""id"": 2179, ""ts"": ""2025-10-13T23:05:48.619086+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #3"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 1.75}"
2043,2025-10-13 18:05:48.639 -0500,payment-gateway,"keyword:8.0,burst:31.7,actor_novel,level_error",6.5,2181,Fatal exception: DB connection refused #4,"{""id"": 2181, ""ts"": ""2025-10-13T23:05:48.636498+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #4"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 2.189}"
2044,2025-10-13 18:05:48.656 -0500,payment-gateway,"keyword:8.0,burst:48.8,actor_novel,level_error",6.5,2183,Fatal exception: DB connection refused #5,"{""id"": 2183, ""ts"": ""2025-10-13T23:05:48.654017+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #5"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 1.929}"
2045,2025-10-13 18:05:48.675 -0500,payment-gateway,"keyword:8.0,burst:71.8,actor_novel,level_error",6.5,2185,Fatal exception: DB connection refused #6,"{""id"": 2185, ""ts"": ""2025-10-13T23:05:48.672406+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #6"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 2.419}"
2046,2025-10-13 18:05:48.695 -0500,payment-gateway,"keyword:8.0,burst:102.4,actor_novel,level_error",6.5,2187,Fatal exception: DB connection refused #7,"{""id"": 2187, ""ts"": ""2025-10-13T23:05:48.692303+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #7"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 3.124}"
2047,2025-10-13 18:05:48.715 -0500,payment-gateway,"keyword:8.0,burst:142.2,actor_novel,level_error",6.5,2189,Fatal exception: DB connection refused #8,"{""id"": 2189, ""ts"": ""2025-10-13T23:05:48.712484+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused #8"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 2.558}"
2048,2025-10-13 18:05:53.009 -0500,payment-gateway,"keyword:8.0,burst:193.0,actor_novel,level_error",6.5,2191,Fatal exception: DB connection refused,"{""id"": 2191, ""ts"": ""2025-10-13T23:05:53.00654+00:00"", ""level"": ""ERROR"", ""context"": {""user"": ""payment-svc""}, ""message"": ""Fatal exception: DB connection refused"", ""service"": ""payment-gateway"", ""detect_latency_ms"": 2.686}"
2049,2025-10-13 18:05:57.047 -0500,config-service,"unauthorized_config_pattern,keyword:5.5,burst:7.5,actor_novel,level_error",7.8807350956064255,2193,Unauthorized config push to production,"{""id"": 2193, ""ts"": ""2025-10-13T23:05:57.044739+00:00"", ""level"": ""ERROR"", ""context"": {""actor"": ""ci-bot"", ""branch"": ""hotfix/unknown""}, ""message"": ""Unauthorized config push to production"", ""service"": ""config-service"", ""detect_latency_ms"": 2.7390000000000003}"
2050,2025-10-13 18:06:34.196 -0500,invoice-controller,"burst:30.4,actor_novel",3.0,2195,Invoice processed successfully for user 1,"{""id"": 2195, ""ts"": ""2025-10-13T23:06:34.191979+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed1""}, ""message"": ""Invoice processed successfully for user 1"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 3.5660000000000003}"
2051,2025-10-13 18:06:34.247 -0500,invoice-controller,"burst:60.6,actor_novel",3.0,2196,Invoice processed successfully for user 2,"{""id"": 2196, ""ts"": ""2025-10-13T23:06:34.243777+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed2""}, ""message"": ""Invoice processed successfully for user 2"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 3.0959999999999996}"
2052,2025-10-13 18:06:34.298 -0500,invoice-controller,"burst:90.4,actor_novel",3.0,2197,Invoice processed successfully for user 3,"{""id"": 2197, ""ts"": ""2025-10-13T23:06:34.295695+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed3""}, ""message"": ""Invoice processed successfully for user 3"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 2.855}"
2053,2025-10-13 18:06:34.347 -0500,invoice-controller,"burst:120.1,actor_novel",3.0,2198,Invoice processed successfully for user 4,"{""id"": 2198, ""ts"": ""2025-10-13T23:06:34.344666+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed4""}, ""message"": ""Invoice processed successfully for user 4"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 2.367}"
2054,2025-10-13 18:06:34.397 -0500,invoice-controller,"burst:149.4,actor_novel",3.0,2199,Invoice processed successfully for user 5,"{""id"": 2199, ""ts"": ""2025-10-13T23:06:34.395425+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed5""}, ""message"": ""Invoice processed successfully for user 5"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 2.1229999999999998}"
2055,2025-10-13 18:06:34.446 -0500,invoice-controller,"burst:178.5,actor_novel",3.0,2200,Invoice processed successfully for user 6,"{""id"": 2200, ""ts"": ""2025-10-13T23:06:34.443547+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed6""}, ""message"": ""Invoice processed successfully for user 6"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 2.9}"
2056,2025-10-13 18:06:34.495 -0500,invoice-controller,"burst:207.3,actor_novel",3.0,2201,Invoice processed successfully for user 7,"{""id"": 2201, ""ts"": ""2025-10-13T23:06:34.492327+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed7""}, ""message"": ""Invoice processed successfully for user 7"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 2.9589999999999996}"
2057,2025-10-13 18:06:34.545 -0500,invoice-controller,"burst:235.9,actor_novel",3.0,2202,Invoice processed successfully for user 8,"{""id"": 2202, ""ts"": ""2025-10-13T23:06:34.542668+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed8""}, ""message"": ""Invoice processed successfully for user 8"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 2.856}"
2058,2025-10-13 18:06:34.594 -0500,invoice-controller,"burst:264.1,actor_novel",3.0,2203,Invoice processed successfully for user 9,"{""id"": 2203, ""ts"": ""2025-10-13T23:06:34.591984+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed9""}, ""message"": ""Invoice processed successfully for user 9"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 2.628}"
2059,2025-10-13 18:06:34.645 -0500,invoice-controller,"burst:292.2,actor_novel",3.0,2204,Invoice processed successfully for user 10,"{""id"": 2204, ""ts"": ""2025-10-13T23:06:34.642205+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed10""}, ""message"": ""Invoice processed successfully for user 10"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 3.121}"
2060,2025-10-13 18:06:34.696 -0500,invoice-controller,"burst:319.9,actor_novel",3.0,2205,Invoice processed successfully for user 11,"{""id"": 2205, ""ts"": ""2025-10-13T23:06:34.693698+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed11""}, ""message"": ""Invoice processed successfully for user 11"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 2.854}"
2061,2025-10-13 18:06:34.746 -0500,invoice-controller,"burst:347.5,actor_novel",3.0,2206,Invoice processed successfully for user 12,"{""id"": 2206, ""ts"": ""2025-10-13T23:06:34.743985+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed12""}, ""message"": ""Invoice processed successfully for user 12"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 2.559}"
2062,2025-10-13 18:06:34.796 -0500,invoice-controller,"burst:374.7,actor_novel",3.0,2207,Invoice processed successfully for user 13,"{""id"": 2207, ""ts"": ""2025-10-13T23:06:34.793382+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed13""}, ""message"": ""Invoice processed successfully for user 13"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 2.477}"
2063,2025-10-13 18:06:34.846 -0500,invoice-controller,"burst:401.7,actor_novel",3.0,2208,Invoice processed successfully for user 14,"{""id"": 2208, ""ts"": ""2025-10-13T23:06:34.843269+00:00"", ""level"": ""INFO"", ""context"": {""user"": ""seed14""}, ""message"": ""Invoice processed successfully for user 14"", ""service"": ""invoice-controller"", ""detect_latency_ms"": 2.993}"
